,dataset,sentences
5222,ade,Although transient increases in ectopy after bretylium therapy have been described presumably due to catecholamine release the occurrence of life threatening ventricular arrhythmia leading to cardiac arrest has not previously been emphasized
5223,ade,Although transient increases in ectopy after bretylium therapy have been described presumably due to catecholamine release the occurrence of life threatening ventricular arrhythmia leading to cardiac arrest has not previously been emphasized
5224,ade,In the first patient two episodes of ventricular tachycardia requiring cardioversion occurred in close temporal sequence with administering bretylium
5225,ade,In the second case five cardiac arrests due to ventricular tachycardia and fibrillation occurred during several hours after beginning a trial of bretylium maintenance therapy for complex ventricular ectopy
5226,ade,In the second case five cardiac arrests due to ventricular tachycardia and fibrillation occurred during several hours after beginning a trial of bretylium maintenance therapy for complex ventricular ectopy
5227,ade,In the second case five cardiac arrests due to ventricular tachycardia and fibrillation occurred during several hours after beginning a trial of bretylium maintenance therapy for complex ventricular ectopy
5228,ade,Paradoxical ventricular tachycardia and fibrillation after intravenous bretylium therapy
5229,ade,Paradoxical ventricular tachycardia and fibrillation after intravenous bretylium therapy
5230,ade,Lithium is known to cause acute renal failure and tubulo interstitial disease but the recently described association with proteinuria or nephrotic syndrome is little recognized
5231,ade,Lithium is known to cause acute renal failure and tubulo interstitial disease but the recently described association with proteinuria or nephrotic syndrome is little recognized
5232,ade,Lithium is known to cause acute renal failure and tubulo interstitial disease but the recently described association with proteinuria or nephrotic syndrome is little recognized
5233,ade,Lithium is known to cause acute renal failure and tubulo interstitial disease but the recently described association with proteinuria or nephrotic syndrome is little recognized
5234,ade,Nephrotic syndrome associated with lithium therapy
5235,ade,Two patients on long term lithium therapy developed the nephrotic syndrome
5236,ade,A 67 year old man developed diarrhea shortly after a 10 day course of oral ampicillin
5237,ade,A 73 year old woman with non Hodgkin's lymphoma had two episodes of severe bilateral sensori neural hearing loss after vincristine therapy
5238,ade,Acute acoustic nerve palsy associated with vincristine therapy
5239,ade,Bilateral acoustic (VIII) nerve palsy in this patient was most likely a manifestation of vincristine neurotoxicity
5240,ade,Bilateral acoustic (VIII) nerve palsy in this patient was most likely a manifestation of vincristine neurotoxicity
5241,ade,A case of timolol associated heart failure in a 73 year old white man is reported
5242,ade,Bradycardia and congestive heart failure associated with ocular timolol maleate
5243,ade,Bradycardia and congestive heart failure associated with ocular timolol maleate
5244,ade,On the second day of hospitalization it was noted that the patient's dyspnea and sinus bradycardia could be related to a recent increase in his timolol dosage
5245,ade,On the second day of hospitalization it was noted that the patient's dyspnea and sinus bradycardia could be related to a recent increase in his timolol dosage
5246,ade,Fatal ventricular fibrillation after treatment with digoxin in a 27 year old man with mitral leaflet prolapse syndrome
5247,ade,He was started on digoxin 0.25 mg daily because of echocardiographically demonstrated left ventricular dilatation and functional impairment; he died of ventricular fibrillation 15 days later
5248,ade,He was started on digoxin 0.25 mg daily because of echocardiographically demonstrated left ventricular dilatation and functional impairment; he died of ventricular fibrillation 15 days later
5249,ade,He was started on digoxin 0.25 mg daily because of echocardiographically demonstrated left ventricular dilatation and functional impairment; he died of ventricular fibrillation 15 days later
5250,ade,Induction of rapid mood cycling during L dopa treatment in a bipolar patient
5251,ade,The authors report a longitudinal case study of a woman with a history of bipolar affective disorder in which L dopa shortened the manic depressive cycle length when administered in a double blind trial
5252,ade,Liver disease induced by perhexiline maleate
5253,ade,This paper reports a case of fatal perhexiline maleate liver injury
5254,ade,Acute non lymphocytic leukemia in patients with ovarian carcinoma following long term treatment with Treosulfan (= dihydroxybusulfan)
5255,ade,Acute non lymphocytic leukemia in patients with ovarian carcinoma following long term treatment with Treosulfan (= dihydroxybusulfan)
5256,ade,Acute non lymphocytic leukemia occurred in eight women following long term treatment with Treosulfan (= dihydroxybusulfan) for ovarian carcinoma
5257,ade,Acute non lymphocytic leukemia occurred in eight women following long term treatment with Treosulfan (= dihydroxybusulfan) for ovarian carcinoma
5258,ade,Seven of the eight cases of acute leukemia occurred in a series of 553 patients treated with Treosulfan for ovarian cancer in the period from 1970 to 1977 and followed closely for a total of 1159 patient years up to February 1978
5259,ade,The probability of developing acute leukemia in this study was not significantly correlated to the total cumulative dosage of Treosulfan
5260,ade,Propranolol related bronchospasm in patients without history of asthma
5261,ade,Regardless of a negative history of asthma therefore life threatening bronchospasm must be considered a possible complication of propranolol therapy
5262,ade,Since the bronchospasm was relieved with discontinuation of propranolol and supportive bronchodilator therapy the bronchospasm was believed to be caused by propranolol
5263,ade,Since the bronchospasm was relieved with discontinuation of propranolol and supportive bronchodilator therapy the bronchospasm was believed to be caused by propranolol
5264,ade,Three patients with no history of asthma or allergy developed bronchospasm while taking propranolol for hypertension
5265,ade,Propranolol an unrecognized cause of central nervous system dysfunction in patients undergoing cardiopulmonary bypass
5266,ade,The potential role of propranolol in inducing central nervous system disturbances is emphasized and the literature on the subject is reviewed
5267,ade,Interstitial fibrosis of the lung is a potential complication of methotrexate therapy for psoriasis
5268,ade,Progressive interstitial fibrosis with roentgenographic honeycombing developed in the case of a psoriatic patient who had been on a regimen of methotrexate for 18 years
5269,ade,Progressive interstitial lung disease from prolonged methotrexate therapy
5270,ade,Abnormalities of the pupil and visual evoked potential in quinine amblyopia
5271,ade,Abnormalities of the pupil and visual evoked potential in quinine amblyopia
5272,ade,A transient tonic pupillary response denervation supersensitivity and abnormal visual evoked potentials in quinine toxicity to our knowledge have not been previously reported
5273,ade,A transient tonic pupillary response denervation supersensitivity and abnormal visual evoked potentials in quinine toxicity to our knowledge have not been previously reported
5274,ade,A transient tonic pupillary response denervation supersensitivity and abnormal visual evoked potentials in quinine toxicity to our knowledge have not been previously reported
5275,ade,Total blindness with a transient tonic pupillary response denervation supersensitivity and abnormal visual evoked potentials developed in a 54 year old man after the use of quinine sulfate for leg cramps
5276,ade,Total blindness with a transient tonic pupillary response denervation supersensitivity and abnormal visual evoked potentials developed in a 54 year old man after the use of quinine sulfate for leg cramps
